objectid,title,description,orthography,orthography_tone,ipa,part_of_speech,semantic_domain,tone_melody,syllable_structure,phonation_type,english,spanish,speaker,notes,object_location,format,display_template
kitsiii-01,kītsiíì,white-nosed coati,kitsiii,kītsiíì,[kī͡tsʲíì],noun,wild animals,MHL,CVCVV,modal,white-nosed coati,tejón,JGO,,,,
kitsiii-mii-tu-un-01,kītsiíì míí tú'ūn,solitary white-nosed coati,kitsiii mii tu'un,kītsiíì míí tú'ūn,[kī͡tsʲíì míí túˀũ],noun,wild animals,MHL HH HM,CVCVV CVV CV?V,multiple word types,solitary white-nosed coati,tejón solitario,JGO,,,,
kiuun-01,kiuùn,day before yesterday,kiuun,kiuùn,[kʲuũ̀],noun,times and seasons,ML,CVV,modal,day before yesterday,anteayer,RDC,,objects/anteayer.wav,audio/wav,audio
kixa-01,kíxà,do ,kixa,kíxà,[kʲ̀ʃà],verb (completive),Actions and activities,LL,CVCV,modal,do ,hacer ,,,,,
kixa-02,kíxà,do ,kixa,kíxà,[kʲ́ʃà],verb (continuative),Actions and activities,HL,CVCV,modal,do ,hacer ,,,,,
kixa-ntutsia-01,kíxa ntutsiǎ,baptize (tr) ,kixa ntutsia,kíxa ntutsiǎ,[kì́ʃa ⁿtut͡sʲǎ],verb (continuative),Actions and activities,LM MR,CVCV CVCCV,modal,baptize (tr) ,bautisar ,,check tones,,,
kixa-ntutsia-02,kixa ntutsiǎ,baptize (tr) ,kixa ntutsia,kixa ntutsiǎ,[kiʃa ⁿtut͡sʲǎ],verb (potential),Actions and activities,MM MR,CVCV CVCCV,modal,baptize (tr) ,bautisar ,,,,,
kixaa-01,kìxǎá,begin ,kixaa,kìxǎá,[kìʃǎá],verb (completive),Actions and activities,LRH,CVCVV,modal,begin ,empezar ,,,,,
kixaa-02,kixáá,begin ,kixaa,kixáá,[kiʃáá],verb (continuative),Actions and activities,MHH,CVCVV,modal,begin ,empezar ,,,,,
kixaa-03,kixáá,begin ,kixaa,kixáá,[kiʃáá],verb (potential),Actions and activities,MHH,CVCVV,modal,begin ,empezar ,,,,,
kixaa-04,kìxaà,arrive ,kixaa,kìxaà,[kìʃaà],verb (completive),Actions and activities,LML,CVCVV,modal,arrive ,llegar ,,,,,
kixaa-05,kíxaǎ,arrive ,kixaa,kíxaǎ,[kíʃaǎ],verb (continuative),Actions and activities,HMR,CVCVV,modal,arrive ,llegar ,,,,,
kixaa-06,kixaà,arrive ,kixaa,kixaà,[kiʃaà],verb (potential),Actions and activities,MML,CVCVV,modal,arrive ,llegar ,,,,,
kixi-01,kìxi,come ,kixi,kìxi,[kʲ̀ʃi],verb (completive),Actions and activities,LM,CVCV,modal,come ,venir ,,,,,
kixi-02,kixi,come ,kixi,kixi,[kʲʃi],verb (potential),Actions and activities,MM,CVCV,modal,come ,venir ,,,,,
kixin-01,kìxín,sticky,kixin,kìxín,[kʲʃĩn],adjective,states of being,LH,CCVC,modal,sticky,pegajoso,,,objects/pegajoso.wav,audio/wav,audio
ko-01,ko,maybe,ko,ko,[ko],adverb,other,M,CV,modal,maybe,tal vez,JGO,,,,
ko-ka-an-01,kò-ká'àn,does not talk,ko-ka'an,kò-ká'àn,[kò-kã́ˀã̀],verb,Actions and activities,LHL,CV-CV?V,glottalized,does not talk,no habla,,,objects/no_habla.wav,audio/wav,audio
ko-ni-01,kò'ni,scatter/throw ,ko'ni,kò'ni,[kòˀni],verb (completive),Actions and activities,LM,CV?CV,glottalized,scatter/throw ,echar ,,,,,
ko-ni-02,kó'ni,scatter/throw ,ko'ni,kó'ni,[kóˀni],verb (continuative),Actions and activities,HM,CV?CV,glottalized,scatter/throw ,echar ,,,,,
ko-ni-03,ko'ni,scatter/throw ,ko'ni,ko'ni,[koˀni],verb (potential),Actions and activities,MM,CV?CV,glottalized,scatter/throw ,echar ,,,,,
ko-nto-01,kó'nto,hill,ko'nto,kó'nto,[kóˀⁿto],noun,landscape and environment,HM,CV?CV,glottalized,hill,cerro ,NGC,,objects/cerro.wav,audio/wav,audio
ko-o-01,ko'o,drink ,ko'o,ko'o,[koˀo],verb (completive),Actions and activities,MM,CV?V,glottalized,drink ,tomar ,,,,,
ko-o-02,kó'ò,lush,ko'o,kó'ò,[kóˀò],adjective,landscape and environment,HL,CVV,glottalized,lush,frondoso,,,objects/frondoso.wav,audio/wav,audio
koo-01,kò’ǒ,plate/bowl,ko’o,kò’ǒ,[kòˀǒ],noun,tools and implements,HR,CV?V,glottalized,plate/bowl,plato,NGC,,objects/plato.wav,audio/wav,audio
ko-ova-01,kò'òvá,woman's brother,ko'ova,kò'òvá,[kòˀòβá],noun,kin terms,LLH,CV?VCV,glottalized,woman's brother,hermano de mujer,NGC,,objects/hermano_de_mujer.wav,audio/wav,audio
ko-ve-01,ko'vě,our sister,ko've,ko'vě,[kōˀβě],noun,kin terms,MR,CV?CV,glottalized,our sister,nuestra hermana,NGC,,objects/nuestro_hermana.wav,audio/wav,audio
ko-vi-01,ko'vî,my sister,ko'vi,ko'vî,[kōˀβî],noun,kin terms,MF,CV?CV,glottalized,my sister,mi hermana,NGC,,objects/mi_hermana.wav,audio/wav,audio
ko-vun-01,ko'vǔn,your sister,ko'vun,ko'vǔn,[kōˀβũ̌],noun,kin terms,MR,CV?CV,glottalized,your sister,tu hermana,NGC,,objects/tu_hermana.wav,audio/wav,audio
ko-yo-01,kó'yo,humid,ko'yo,kó'yo,[kóˀjo],adjective,weather,HM,CVCV,glottalized,humid,humedo,,,objects/humedo.wav,audio/wav,audio
kojmi-01,kòjmǐ,four,kojmi,kòjmǐ,[kòʰmǐ],noun,numbers,MR,CVhCV,pre-aspirated,four,cuatro,NGC,,objects/cuatro.wav,audio/wav,audio
kojni-01,kòjnǐ,four,kojni,kòjnǐ,[kòʰnǐ],noun,numbers,LR,CVhCV,pre-aspirated,four,cuatro,NGC,https://www.youtube.com/watch?v=YLSbF1X3mQM,objects/cuatro.wav,audio/wav,audio
kojnto-01,kójnto,very weak,kojnto,kójnto,[kóʰⁿto],adjective,states of being,HM,,aspirated,very weak,muy débil,,,objects/muydébil.wav,audio/wav,audio
kojo-01,kòjǒ ,snake,kojo,kòjǒ ,[kòʰǒ],noun,wild animals,LR,CVhV,aspirated,snake,serpiente,NGC,,objects/serpiente.wav,audio/wav,audio
kojo-tuun-01,kòjǒ tùún,rat snake,kojo tuun,kòjǒ tùún,[kòʰǒ tùṹ],noun,wild animals,LR LH,CVhV CVV,aspirated,rat snake,culebra ratonera,RDC,serpeinte/culebra negra/ceniza,objects/culebra_ratonera.wav,audio/wav,audio
kojvi-01,kojvǐ,the sister of a man,kojvi,kojvǐ,[kōʰβǐ],noun,kin terms,MR,CVhCV,pre-aspirated,the sister of a man,la hermana de un hombre,NGC,,objects/hermanadehombre.wav,audio/wav,audio
kojyo-01,kòjyo,fall (pl subj) ,kojyo,kòjyo,[kòʰjo],,,,CVhCV,,fall (pl subj) ,caer (pl.) ,,,,,
kokatyi-ini-01,kòkátyi ini,be in a bad mood ,kokatyi ini,kòkátyi ini,[kòkát͡ʃi i᷈i],verb (continuative),Actions and activities,LHM MM,CVCVCCV VV,modal,be in a bad mood ,estar de mal humor,,,,,
kokatyi-ini-02,kokátyi ini,in a bad mood,kokatyi ini,kokátyi ini,[kokát͡ʃi ĩni] ?,adjective,states of being,HL,CVCVCV VCV,modal,in a bad mood,de mal humor,,,objects/de_mal_humor.wav,audio/wav,audio
kolo-01,kòlò,turkey,kolo,kòlò,[kòlò],noun,wild animals,LL,CVCV,modal,turkey,guajolote,NGC,,objects/guajolote.wav,audio/wav,audio
kona-01,koná,open (tr) ,kona,koná,[koná],verb (potential),Actions and activities,ML,CVCV,modal,open (tr) ,abrir ,NGC,,,,
kondo-nujun-01,kóndò xìjnǐ,cheek,kondo nujun,kóndò xìjnǐ,,noun,body parts and the body,,CVCV CVhV,aspirated,cheek,mejilla,NGC,Said,objects/mejilla.wav,audio/wav,audio
kondo-skuun-nta-a-01,kòndì skǔun nta'ǎ,wrist bone,kondo skuun nta'a,kòndì skǔun nta'ǎ,,noun,body parts and the body,,CVCV CVV CV?V,glottalized,wrist bone,hueso de la muñeca,NGC,Said,objects/hueso_de_la_muneca.wav,audio/wav,audio
kondo-xa-a-01,kóndò xà'ǎ,ankle bone,kondo xa'a,kóndò xà'ǎ,,noun,body parts and the body,,CVCV CV?V,glottalized,ankle bone,hueso del tobillo,NGC,Said,objects/hueso_del_tobillo.wav,audio/wav,audio
