objectid,title,description,orthography,orthography_tone,ipa,part_of_speech,semantic_domain,tone_melody,syllable_structure,phonation_type,english,spanish,speaker,notes,object_location,format,display_template
tujtu-ka-nena-01,tujtu ka nena,paper invitation,tujtu ka nena,,[tuʰtu ka nena],noun,social events and responsibilities,,CVCV CV CVCV,pre-aspirated,paper invitation,invitación de papel,NGC,,objects/invitación_de_papel.wav,audio/wav,audio
kuatyi-02,kuatyi,problem,kuatyi,,[kʷa͡tʃi],noun,social events and responsibilities,,CVCV,modal,problem,problema ,NGC,,objects/problema.wav,audio/wav,audio
na-kasa-01,ña kasa,responsibility,ña kasa,,[ɲa kasa],noun,social events and responsibilities,,CV CVCV,modal,responsibility,responsibilidad,NGC,,objects/respondibilidad.wav,audio/wav,audio
barco-01,barco,boat,barco,barco,[barco],noun,tools and implements,,CVCCV,modal,boat,barco,NGC,loan word,objects/barco.wav,audio/wav,audio
ntsiajyi-tsiaka-01,ntsíàjyǐ tsiaká,fish broth,ntsiajyi tsiaka,ntsíàjyǐ tsiaká,[ⁿt͡síàʰjǐ t͡sʲaká],noun,"food, drink, and cooking",HLR MH ,CVhCV CVCV,pre-aspirated,fish broth,caldo de pescado,NGC,,objects/caldo_de_pescado.wav,audio/wav,audio
tyatyi-02,tyàtyì,windmill,tyatyi,tyàtyì,[t͡ʃàt͡ʃì],noun,farming,LL,CVCV,modal,windmill,remolino,NGC,,objects/remolino.wav,audio/wav,audio
tsikuaja-02,tsikuàjà,orange,tsikuaja,tsikuàjà,[t͡sʲkʷàʰà],noun,colors,LL,CCVhV,aspirated,orange,naraja,NGC,,objects/naraja_(fruta).wav,audio/wav,audio
xikama-01,xikama,jicama,xikama,xikama,[ʃikama],noun,"food, drink, and cooking",HMM,CVCVCV,modal,jicama,jícama,NGC,,objects/jícama.wav,audio/wav,audio
pera-01,péra,pear,pera,péra,[péɾa],noun,"food, drink, and cooking",HM,CVVC,modal,pear,pera,NGC,,objects/pera.wav,audio/wav,audio
konu-nduxi-01,kôñù ndúxi,chicken (cooked),konu nduxi,kôñù ndúxi,[kôɲù ndúʃi],noun,"food, drink, and cooking",FL HM,CVCV CCVCV,modal,chicken (cooked),carne pollo,NGC,,objects/pollo_(cocido).wav,audio/wav,audio
konu-kini-01,kôñù kînì,pork (cooked),konu kini,kôñù kînì,[kôɲù kînì],noun,"food, drink, and cooking",FL FL,CVCV CVCV,modal,pork (cooked),carne cerdo,NGC,,objects/cerdo_(cocido).wav,audio/wav,audio
tsiaka-02,tsiaká,fish,tsiaka,tsiaká,[t͡sʲaká],noun,wild animals,MH,CVCV,aspirated,fish,pez,NGC,,objects/pez.wav,audio/wav,audio
konu-tsiaka-01,kôñù tsiaká,fish (cooked),konu tsiaka,kôñù tsiaká,[kôɲù t͡sʲaká],noun,"food, drink, and cooking",FL MH,CVCV CVCV,modal,fish (cooked),carne de pescado,NGC,,objects/carne_de_pescado.wav,audio/wav,audio
konu-tsintsiki-01,kôñù tsintsìkì,beef (cooked),konu tsintsiki,kôñù tsintsìkì,[kôɲù t͡sʲⁿt͡sìkì],noun,"food, drink, and cooking",FL LL,CVCV CCVCV,modal,beef (cooked),carne de res,NGC,,objects/carne_de_res.wav,audio/wav,audio
kua-a-03,kua'à,red,kua'a,kua'à,[kʷaˀà],adjective,colors,ML,CV?V,glottalized,red,rojo,NGC,,objects/rojo_3.wav,audio/wav,audio
kua-an-03,kua'àn,go away,kua'an,kua'àn,[kʷãˀã] ,verb (potential),Actions and activities,ML,CV?V,glottalized,go away,vete,NGC,,objects/vete_2.wav,audio/wav,audio
tsikuii-01,tsíkuǐì,water,tsikuii,tsíkuǐì,[t͡síkʷǐì],noun,"food, drink, and cooking",HRL,CVCVV,modal,water,agua,NGC,,objects/agua.wav,audio/wav,audio
juvo-01,júvo,juice,juvo,júvo,[ʰúβo],noun,"food, drink, and cooking",HM,hVCV,modal,juice,jugo,NGC,,objects/jugo.wav,audio/wav,audio
pan-01,pán,bread,pan,pán,[pã́],noun,"food, drink, and cooking",H,CVC,modal,bread,pan,NGC,,objects/pan.wav,audio/wav,audio
xita-va-a-01,xǐtǎ và'a,bread,xita va'a,xǐtǎ và'a,[ʃǐtǎ βàˀa],noun,"food, drink, and cooking",RRLM,CVCV CVV,glottalized,bread,pan,NGC,"""tortilla buena""",objects/pan_2.wav,audio/wav,audio
na-kasa-a-na-a-01,ñá kasa'a ña'á,the one who cooks things,na kasa'a na'a,ñá kasa'a ña'á,[ɲá kasaˀa ɲaˀá],noun,people,H MMM MH,CV CVCV?V CV?V,glottalized,the one who cooks things,la que cocina cosas,NGC,,objects/la_que_cocina_cosas.wav,audio/wav,audio
ntia-mi-01,ntía'mǐ,radish,ntia'mi,ntía'mǐ,[ⁿtʲaˀmǐ],noun,"food, drink, and cooking",HMR,CVV?CV,glottalized,radish,rábano,NGC,,objects/rábano.wav,audio/wav,audio
ko-ondo-01,ko'ondo,hill,ko'ondo,ko'ondo,[koˀondo],noun,landscape and environment,MMM,CV?VCCV,glottalized,hill,cerro,NGC,"1543, 273",objects/cerro_2.wav,audio/wav,audio
ko-ondo-xiki-01,ko'ondo xiki,peak,ko'ondo xiki,ko'ondo xiki,[koˀondo ʃikʲ],noun,landscape and environment,MMM MM,CV?VCCV CVC,multiple word types,peak,la cima,NGC,,objects/la_cima.wav,audio/wav,audio
kitsi-02,kitsi,animal,kitsi,kitsi,[kʲt͡sʲ],noun,wild animals,MM,CC ,aspirated,animal,animal,NGC,,objects/animal.wav,audio/wav,audio
chocolate-01,chocolate,chocolate,chocolate,chocolate,[ʃokolate],noun,"food, drink, and cooking",MMMM,CVCVCVCV,modal,chocolate,chocolate,NGC,same as in spanish - no clear audio file,objects/chocolate.wav,audio/wav,audio
na-yelo-01,ña yélo,frozen,na yelo,ña yélo,[ɲa jélo],adjective,states of being,M HM,CV CVCV,modal,frozen,cogelado,NGC,,objects/cogelado.wav,audio/wav,audio
ndixan-01,ndixǎn,shoe,ndixan,ndixǎn,[ndĩʃã̌],noun,clothing and cloth objects,MR,CCVCV,modal,shoe,zapato,NGC,,objects/zapato.wav,audio/wav,audio
ndixan-ijin-01,ndixǎn ijǐn,leather shoe,ndixan ijin,ndixǎn ijǐn,[ndiʃã̌ ĩyĩ̌],noun,clothing and cloth objects,MR MR,CCVCV VCV,modal,leather shoe,zapato piel,NGC,,objects/zapato_piel.wav,audio/wav,audio
ndixan-korrea-01,ndixǎn korrea,sandal,ndixan korrea,ndixǎn korrea,[ndiʃã̌ koɾɾea],noun,clothing and cloth objects,MR MMM,CCVCV CVCCVV,modal,sandal,guarache,NGC,,objects/guarache.wav,audio/wav,audio
xiyo-toko-01,xìyò tóko,skirt,xiyo toko,xìyò tóko,[ʃìjò tóko],noun,clothing and cloth objects,LL HM,CVCV CVCV,modal,skirt,falda,NGC,,objects/falda.wav,audio/wav,audio
xiyo-03,xìyò,dress,xiyo,xìyò,[ʃìjò],noun,clothing and cloth objects,LL,CVCV,modal,dress,vestido,NGC,,objects/vestido.wav,audio/wav,audio
ixijni-01,ixijnǐ,hat,ixijni,ixijnǐ,[iʃiʰnǐ],noun,clothing and cloth objects,MMR,CVChCV,modal,hat,sombrero,NGC,,objects/sombrero.wav,audio/wav,audio
ixi-xijni-01,ixi xijni,hair,ixi xijni,ixi xijni,[iʃi ʃiʰni],noun,body parts and the body,MM M,VCV CVhCV,modal,hair,pelo (de cabeza),NGC,,objects/pelo_(de_cabeza).wav,audio/wav,audio
nuju-04,ñujǔ,palm,nuju,ñujǔ,[ɲuʰǔ],noun,plants and trees,MR,CVhV,modal,palm,palma,NGC,,objects/palma.wav,audio/wav,audio
yijvi-01,yíjvǐ,bedroll,yijvi,yíjvǐ,[jíʰβǐ],noun,houses and parts of houses,LM,CVhCV,modal,bedroll,petate,NGC,,objects/petate_2.wav,audio/wav,audio
ndo-o-01,ndò'õ,palm basket,ndo'o,ndò'õ,[ndòˀõ],noun,tools and implements,LM,CCV?V,glottalized,palm basket,tenate,NGC,,objects/tenate.wav,audio/wav,audio
leka-01,leka,palm backback,leka,leka,[leka],noun,tools and implements,MM,CVCV,modal,palm backback,mochila de palma,NGC,,objects/mochila_de_palma.wav,audio/wav,audio
ntsitsivi-01,ntsitsivi,glassblower,ntsitsivi,ntsitsivi,[ⁿt͡sʲt͡sʲβi],noun,tools and implements,M,CCCV,aspirated,glassblower,soplador,NGC,,objects/soplador.wav,audio/wav,audio
yutu-01,yûtu,girdle,yutu,yûtu,[jûtu],noun,clothing and cloth objects,FM,CVCV,modal,girdle,faja,NGC,,objects/faja.wav,audio/wav,audio
tatan-kua-a-ntsiaji-va-a-01,tátǎn kuá'a ntsiàjyí và'a,spices (for mole),tatan kua'a ntsiaji va'a,tátǎn kuá'a ntsiàjyí và'a,[tátã̌ kʷáˀa ⁿt͡sʲàʰjí vàˀa],noun,"food, drink, and cooking",HR HM LH LM,CVCV CV?V CVhCV CV?V,multiple word types,spices (for mole),especias (para el mole),NGC,"""medicina hacer caldo bueno espeica para el mole""",objects/especias.wav,audio/wav,audio
panu-ndixi-01,pañu ndixi,fabric for tightening,panu ndixi,pañu ndixi,[paɲu ndiʃi],noun,clothing and cloth objects,MM MM,CVCV CCVCV,modal,fabric for tightening,tela para apretar,NGC,cintura?,objects/tela_para_apretar.wav,audio/wav,audio
yojso-01,yojsǒ,plain,yojso,yojsǒ,[joʰsǒ],noun,landscape and environment,MR,CVʰCV,aspirated,plain,llano,NGC,,objects/llano.wav,audio/wav,audio
xanu-04,xañu,cowlick,xanu,xañu,[ʃaɲu],noun,body parts and the body,MM,CVCV,modal,cowlick,remolino de cabello,NGC,,objects/remolino_de_cabello.wav,audio/wav,audio
ko-ondo-02,ko'ondo,hill,ko'ondo,ko'ondo,[koˀondo],noun,landscape and environment,M,CV?VCV,glottalized,hill,cerro,NGC,,objects/hill.wav,audio/wav,audio
ko-ondo-sokun-01,kó'ondo sokun,adam's apple,ko'ondo sokun,kó'ondo sokun,[kóˀondo sokũ],noun,body parts and the body,HM M,CV?VCV CVCVC,glottalized,adam's apple,redondo cuello,NGC,,objects/redondo_cuello.wav,audio/wav,audio
kondo-01,kòndò,elbow,kondo,kòndò,[kòndò],noun,body parts and the body,LL,CVCCV,modal,elbow,codo,NGC,,objects/codo.wav,audio/wav,audio
nu-u-05,nù'u,tooth,nu'u,nù'u,[nùˀu],noun,body parts and the body,LM,CV?V,glottalized,tooth,diente,NGC,,objects/diente.wav,audio/wav,audio
kokun-01,kókun,hunger,kokun,kókun,[kókũ],noun,states of being,HM,CVCVC,modal,hunger,hambre,NGC,,objects/hambre.wav,audio/wav,audio
kue-e-03,kuè'e,sickness/brave/angry,kue'e,kuè'e,[kʷèˀe],noun,states of being,MLM,CV?V,glottalized,sickness/brave/angry,enfermedad o bravo o enojón,NGC,,objects/enfermeded_o_bravo_enojon.wav,audio/wav,audio
zadon-01,zadón,garden hoe,zadon,zadón,[zadón],noun,farming,MH,CVCVC,modal,garden hoe,azadón,NGC,,objects/azadón.wav,audio/wav,audio
libro-01,líbro,book,libro,líbro,[líbɾo],noun,modern things,HM,CVCV,modal,book,libro,NGC,,objects/libro.wav,audio/wav,audio
tsimia-02,tsìmia,Satan,tsimia,tsìmia,[tsʲmia],noun,names,LM,CVCVV,aspirated,Satan,satanas,NGC,,objects/satanas.wav,audio/wav,audio
kojo-yanki-01,kojǒ yánki,rainbow,kojo yanki,kojǒ yánki,[koʰǒ jáⁿki],noun,weather,MR H,CVhV CVCV,multiple word types,rainbow,arcoiris,NGC,,objects/arcoiris.wav,audio/wav,audio
tyinaka-01,tyináká,bat,tyinaka,tyináká,[t͡ʃĩã́kã́],noun,wild animals,MHH MM,CVCV,modal,bat,murcielago,NGC,,objects/murcielago.wav,audio/wav,audio
ma-nu-ko-ondo-01,ma'ñu ko'ondo,valley,ma'nu ko'ondo,ma'ñu ko'ondo,[maˀɲu koˀondo],noun,landscape and environment,MM MMM,CV?CV CV?VCCV,glottalized,valley,valle,NGC,,objects/valle.wav,audio/wav,audio
tsikuii-ndo-yo-01,tsíkuǐì ndo'yó,swamp,tsikuii ndo'yo,tsíkuǐì ndo'yó,[[t͡síkʷǐì ndoˀjó],noun,landscape and environment,HMRL MH,CVCVV CCV?CV,glottalized,swamp,pantano,NGC,,objects/pantano.wav,audio/wav,audio
tsikuii-mini-01,tsíkuǐì mini,cenote (natural well),tsikuii mini,tsíkuǐì mini,[[t͡síkʷǐì mini],noun,natural objects (non-living),HMRL MM,CVCVV CVCV,modal,cenote (natural well),cenote,NGC,,objects/cenote.wav,audio/wav,audio
najmi-01,nãjmǐ,waterfall,najmi,nãjmǐ,[nãʰmĩ̌],noun,natural objects (non-living),MR,CVhCV,aspirated,waterfall,cascada,NGC,,objects/cascada.wav,audio/wav,audio
ntyixi-i-ni-01,ntyĩxĩ i'ni,liquor,ntyixi i'ni,ntyĩxĩ i'ni,[ⁿtjĩʃĩ iˀni],noun,"food, drink, and cooking",MM MM,CCVCV V?CV,glottalized,liquor,aguardiente,NGC,,objects/aguardiente.wav,audio/wav,audio
nduxi-yajui-01,ndúxi yajuǐ,pulque,nduxi yajui,ndúxi yajuǐ,[ndúʃi jaʰuǐ],noun,"food, drink, and cooking",HM MR,CCVCV CVhVV,modal,pulque,pulque,NGC,,objects/pulque.wav,audio/wav,audio
ndajku-01,ndajkú,pozole,ndajku,ndajkú,[ndaʰkú],noun,"food, drink, and cooking",MH,CCVhCV,modal,pozole,pozole,NGC,,objects/pozole.wav,audio/wav,audio
ntsika-macho-01,ntsikǎ macho,plaintain,ntsika macho,ntsikǎ macho,[ⁿt͡sʲkǎ matʃo],noun,"food, drink, and cooking",R MM,CCV CVCV,multiple word types,plaintain,plátano macho,NGC,,objects/plátano_macho.wav,audio/wav,audio
na-kityun-yuku-01,nà kityǔn yukǔ,farmer,na kityun yuku,nà kityǔn yukǔ,[nà kʲtjũ̌ jukǔ],noun,farming,L MR MR,CV CCCV,modal,farmer,campesino,NGC,,objects/campesino.wav,audio/wav,audio
ra-tava-tsiaka-01,rà táva tsiaká,fisherman,ra tava tsiaka,rà táva tsiaká,[ra táβa t͡sʲaká],noun,farming,L HM MH,CV CVCV CVCV,multiple word types,fisherman,pescador,NGC,,objects/pescador.wav,audio/wav,audio
tsikuxi-01,tsikuxí,larvas,tsikuxi,tsikuxí,[t͡sʲkuʃí],noun,wild animals,MH,CCVCV,aspirated,larvas,agrotis,NGC,Agrotis ípsilon - cutworm,objects/agrotis.wav,audio/wav,audio
ntoko-03,ntokǒ,cherimoya,ntoko,ntokǒ,[ⁿtokǒ],noun,"food, drink, and cooking",MR,CVCV,modal,cherimoya,cherimoya,NGC,Annona cherimola,objects/cherimoya.wav,audio/wav,audio
tun-na-ma-01,tun ná'ma,edible plant,tun na'ma,tun ná'ma,[tun náˀma],noun,plants and trees,M HM,CVC CV?CV,glottalized,edible plant,chaya,NGC,Cnidoscolus aconitifolius - tree spinach,objects/chaya.wav,audio/wav,audio
yiva-ixin-02,yiva ìxǐn,edible herb,yiva ixin,yiva ìxǐn,[jiβa ìʃǐn],noun,plants and trees,MM LH,CVCV CVCV,modal,edible herb,chepiles,NGC,Chipilí­n,objects/chepiles.wav,audio/wav,audio
kanu-u-02,kañu'ú,quail,kanu'u,kañu'ú,[kaɲuˀú],noun,wild animals,MMH,CVCV?V,glottalized,quail,codorniz,NGC,Cyrtonyx,objects/codorniz.wav,audio/wav,audio
ntsitse-e-01,ntsitsé'é,beetles,ntsitse'e,ntsitsé'é,[ⁿtsʲtséˀé],noun,wild animals,HH,CCCV?V,glottalized,beetles,coleoptera,NGC,,objects/coleoptera.wav,audio/wav,audio
minun-ntutyi-hierba-01,minun ntutyǐ hierba,edible tea herb,minun ntutyi hierba,minun ntutyǐ hierba,[minũ ⁿtutji hierba],noun,plants and trees,MM MM MMM,CVCVC CVCCV CVVCVC,modal,edible tea herb,epazote,NGC,Dysphania ambrosioides - Mexican tea/wormseed,objects/epazote.wav,audio/wav,audio
kuviyo-01,kuvíyó,roadrunner,kuviyo,kuvíyó,[kuβíjó],noun,wild animals,MHH,CVCVCV,modal,roadrunner,correcaminos,NGC,,objects/correcaminos.wav,audio/wav,audio
ndova-ntojo-cana-01,ndova ntòjǒ ,holy leaf,ndova ntojo (caña,ndova ntòjǒ ,[ndoβa ⁿtòʰǒ],noun,plants and trees,MM LR,CCVCV CVhV,aspirated,holy leaf,hoja santa,NGC,,objects/hoja_santa.wav,audio/wav,audio
tsikuxi-tutun-lena-01,tsikuxi tutǔn,,tsikuxi tutun (leña,tsikuxi tutǔn,[t͡sʲkuʃi tutũ̌],noun,plants and trees,MM MR,CCVCV CVCV,modal,,larua,NGC,,objects/larua.wav,audio/wav,audio
tsikuxi-xni-xa-antsia-01,tsikuxi xni xa'antsiá,,tsikuxi xni xa'antsia,tsikuxi xni xa'antsiá,[t͡sʲkuʃi ʃni ʃaˀaⁿt͡sʲá],noun,plants and trees,MM M MMH,CCVCV CCV CV?VCV,modal,,larua,NGC,,objects/larua_2.wav,audio/wav,audio
nda-ku-01,ndá'ku,plan (of a place),nda'ku,ndá'ku,[ndáˀku],noun,tools and implements,HM,CCV?CV,glottalized,plan (of a place),plano (de lugar),NGC,lugar parejo,objects/plano_(de_lugar)_1.wav,audio/wav,audio
ndaa-01,ndáà,plan (of a place),ndaa,ndáà,[ndáà],noun,tools and implements,HL,CCVV,modal,plan (of a place),plano (de lugar),NGC,derecho,objects/plano_(de_lugar)_2.wav,audio/wav,audio
minu-tsiajyi-caldo-01,minun ntsiajyí caldo,mint,minu tsiajyi caldo,minun ntsiajyí caldo,[minũ ⁿt͡sʲaʰjí caldo],noun,plants and trees,MM MH MM,CVCV CVhCV CVCCV,multiple word types,mint,hierbabuena,NGC,,objects/hierbabuena.wav,audio/wav,audio
ntia-mi-02,ntiá'mi,edible herb ,ntia'mi,ntiá'mi,[ⁿtʲáˀmi],noun,"food, drink, and cooking",HM,CV?CV,multiple word types,edible herb ,quelite lengua de vaca,NGC,cows tongue (name of herb),objects/quelite_lengua_de_vaca.wav,audio/wav,audio
kini-vali-01,kînǐ válí,beetles,kini vali,kînǐ válí,[kînǐ βálí],noun,wild animals,FR HH,CVCV CVCV,modal,beetles,sopada,NGC,,objects/sopada.wav,audio/wav,audio
pelo-01,péló,black vulture,pelo,péló,[péló],noun,wild animals,HH,CVCV,modal,black vulture,zopílote,NGC,Coragyps atratus/Cathartes aura,objects/zopílote.wav,audio/wav,audio
yiva-tyiki-tun-01,yiva tyiki tùn,edible herb ,yiva tyiki tun,yiva tyiki tùn,[jiβa t͡ʃiki tùn],noun,plants and trees,MM MM L,CVCV CVCV CVC,modal,edible herb ,verdolaga,NGC,Portulaca oleracea - Common purslane,objects/verdolaga.wav,audio/wav,audio
xi-i-tutyo-ma-01,xi'í tutyo'ma,fungi,xi'i tutyo'ma,xi'í tutyo'ma,[ʃiˀí tut͡ʃoˀma],noun,plants and trees,MH MMM,CV?V CVCV?CV,glottalized,fungi,sparassis,NGC,Sparassis crispa,objects/sparassis.wav,audio/wav,audio
ndakojo-01,ndàkojo,to wake up,ndakojo,ndàkojo,[ndàkoyo],verb (completive),Actions and activities,LMM,CCVCVCV,modal,to wake up,despertarse,NGC,,objects/despertarse_(comp).wav,audio/wav,audio
ndakojo-02,ndákojo,to wake up,ndakojo,ndákojo,[ndákoyo],verb (continuative),Actions and activities,HMM,CCVCVCV,modal,to wake up,despertarse,NGC,,objects/despertarse_(cont).wav,audio/wav,audio
ndakojo-03,ndakòjo,to wake up,ndakojo,ndakòjo,[ndakòyo],verb (potential),Actions and activities,MLM,CCVCVCV,modal,to wake up,despertarse,NGC,,objects/despertarse_(pot).wav,audio/wav,audio
xa-ni-01,xà'nǐ,to kill,xa'ni,xà'nǐ,[ʃàˀnǐ],verb (completive),Actions and activities,LR,CV?CV,glottalized,to kill,matar,NGC,,objects/mortar_(comp).wav,audio/wav,audio
xa-ni-02,xá'nǐ,to kill,xa'ni,xá'nǐ,[ʃáˀnǐ],verb (continuative),Actions and activities,HR,CV?CV,glottalized,to kill,matar,NGC,,objects/mortar_(cont).wav,audio/wav,audio
ka-ni-02,ka'nǐ,to kill,ka'ni,ka'nǐ,[kaˀnǐ],verb (potential),Actions and activities,MR,CV?CV,glottalized,to kill,matar,NGC,,objects/mortar_(pot).wav,audio/wav,audio
xa-nu-02,xà'nu,to grow,xa'nu,xà'nu,[ʃàˀnu],verb (completive),Actions and activities,LM,CV?CV,glottalized,to grow,crecer,NGC,,objects/crecer_(comp).wav,audio/wav,audio
xa-nu-03,xá'nu,to grow,xa'nu,xá'nu,[ʃáˀnu],verb (continuative),Actions and activities,HM,CV?CV,glottalized,to grow,crecer,NGC,,objects/crecer_(cont).wav,audio/wav,audio
kua-nu-01,kua'nu,to grow,kua'nu,kua'nu,[kʷaˀnu],verb (potential),Actions and activities,MM,CV?CV,glottalized,to grow,crecer,NGC,,objects/crecer_(pot).wav,audio/wav,audio
taxin-02,táxin,to offer,taxin,táxin,[táʃĩ],verb (completive),Actions and activities,HM,CVCV,modal,to offer,ofrecer,NGC,,objects/ofrecer_(comp).wav,audio/wav,audio
taxin-03,tàxin,to offer,taxin,tàxin,[tàʃĩ],verb (completive),Actions and activities,LM,CVCV,modal,to offer,ofrecer,NGC,gave,objects/ofrecer_(comp).wav,audio/wav,audio
taxin-04,táxín,to offer,taxin,táxín,[táʃĩ́],verb (continuative),Actions and activities,HH,CVCV,modal,to offer,ofrecer,NGC,is giving,objects/ofrecer_(cont).wav,audio/wav,audio
taxin-05,taxin,to offer,taxin,taxin,[taʃĩ],verb (potential),Actions and activities,MM,CVCV,modal,to offer,ofrecer,NGC,will give,objects/ofrecer_(pot).wav,audio/wav,audio
xintatu-01,xìntátu,to wait,xintatu,xìntátu,[ʃìⁿtátu],verb (completive),Actions and activities,LHM,CVCVCV,modal,to wait,esperar,NGC,,objects/esperar_(comp).wav,audio/wav,audio
ntatu-01,ntátu,to wait,ntatu,ntátu,[ⁿtátu],verb (continuative),Actions and activities,HM,CVCV,modal,to wait,esperar,NGC,,objects/esperar_(cont).wav,audio/wav,audio
kuntatu-01,kúntátu,to wait,kuntatu,kúntátu,[kúⁿtátu],verb (potential),Actions and activities,HHM,CVCVCV,modal,to wait,esperar,NGC,,objects/esperar_(pot).wav,audio/wav,audio
xi-i-05,xì'i,to drink,xi'i,xì'i,[ʃìˀi],verb (completive),Actions and activities,LH,CV?V,glottalized,to drink,tomar,NGC,beber,objects/tomar_(comp).wav,audio/wav,audio
xi-i-06,xí'i,to drink,xi'i,xí'i,[ʃíˀi],verb (continuative),Actions and activities,HH,CV?V,glottalized,to drink,tomar,NGC,beber,objects/tomar_(cont).wav,audio/wav,audio
ko-o-03,ko'o,to drink,ko'o,ko'o,[koˀo],verb (potential),Actions and activities,MM,CV?V,modal,to drink,tomar,NGC,beber,objects/tomar_(pot).wav,audio/wav,audio
xixi-02,xìxi,to eat,xixi,xìxi,[ʃìʃi],verb (completive),Actions and activities,LM,CVCV,modal,to eat,comer,NGC,,objects/comer_(comp).wav,audio/wav,audio
xixi-03,xíxi,to eat,xixi,xíxi,[ʃíʃi],verb (continuative),Actions and activities,HM,CVCV,modal,to eat,comer,NGC,,objects/comer_(cont).wav,audio/wav,audio
kuxi-01,kuxi,to eat,kuxi,kuxi,[kuʃi],verb (potential),Actions and activities,MM,CVCV,modal,to eat,comer,NGC,,objects/comer_(pot).wav,audio/wav,audio
xaxi-01,xàxǐ,to eat (fruit),xaxi,xàxǐ,[ʃàʃǐ],verb (completive),Actions and activities,LR,CVCV,modal,to eat (fruit),comer (frutas),NGC,,objects/comer_frutas_(comp).wav,audio/wav,audio
xaxi-02,xáxǐ,to eat (fruit),xaxi,xáxǐ,[ʃáʃǐ],verb (continuative),Actions and activities,HR,CVCV,modal,to eat (fruit),comer (frutas),NGC,,objects/comer_frutas_(cont).wav,audio/wav,audio
kaxi-01,kaxǐ,to eat (fruit),kaxi,kaxǐ,[kaʃǐ],verb (potential),Actions and activities,MR,CVCV,modal,to eat (fruit),comer (frutas),NGC,,objects/comer_frutas_(pot).wav,audio/wav,audio
kasa-a-04,kàsa'a,to construct,kasa'a,kàsa'a,[kàsaˀa],verb (completive),Actions and activities,LMM,CVCV?V,glottalized,to construct,construir,NGC,,objects/construir_(comp).wav,audio/wav,audio
kasa-a-05,kása'a,to construct,kasa'a,kása'a,[kásaˀa],verb (continuative),Actions and activities,HMM,CVCV?V,glottalized,to construct,construir,NGC,,objects/construir_(cont).wav,audio/wav,audio
kasa-a-06,kasà'a,to construct,kasa'a,kasà'a,[kasàˀa],verb (potential),Actions and activities,MLM,CVCV?V,glottalized,to construct,construir,NGC,,objects/construir_(pot).wav,audio/wav,audio
nakaxin-01,nàkaxin,to choose,nakaxin,nàkaxin,[nàkaʃĩ],verb (completive),Actions and activities,LM,CVCVCV,modal,to choose,escoger,NGC,,objects/escoger_(comp).wav,audio/wav,audio
nakaxin-02,nákaxin,to choose,nakaxin,nákaxin,[nákaʃĩ],verb (continuative),Actions and activities,HM,CVCVCV,modal,to choose,escoger,NGC,,objects/escoger_(cont).wav,audio/wav,audio
nakaxin-03,nakàxin,to choose,nakaxin,nakàxin,[nakàʃĩ],verb (potential),Actions and activities,ML,CVCVCV,modal,to choose,escoger,NGC,,objects/escoger_(pot).wav,audio/wav,audio
